price_date,ticker,price,price_std
2014-01-15,GS,178.75,1.1481
2014-02-07,GS,161.93,4.497
2014-03-11,GS,169.89,3.9564
2014-03-17,GS,166.84,3.5799
2014-03-19,GS,168.18,3.0398
2014-04-16,GS,157.22,4.8263
2014-04-21,GS,157.8,4.6554
2014-04-24,GS,160.85,2.8077
2014-05-22,GS,159.85,1.794
2014-06-06,GS,166.19,2.3421
2014-06-17,GS,168.22,2.7503
2014-06-25,GS,168.38,1.8079
2014-08-08,GS,172.26,3.2726
2014-08-19,GS,173.96,1.6432
2014-09-04,GS,180.08,2.5742
2014-10-02,GS,182.88,1.8697
2014-10-10,GS,180.38,2.5415
2014-10-16,GS,172.58,4.2561
2014-10-28,GS,186.32,3.4652
2014-12-09,GS,196.89,3.0456
2014-12-12,GS,188.82,3.0759
2014-12-19,GS,193.28,4.2053
2015-01-06,GS,184.53,4.6474
2015-01-09,GS,187.35,3.9421
2015-01-21,GS,177.15,6.1353
2015-01-23,GS,180.49,4.6855
2015-01-29,GS,175.99,4.1177
2015-03-10,GS,182.71,2.5914
2015-05-08,GS,200.5,1.245
2015-05-22,GS,207.8,3.4314
2015-06-09,GS,209.02,1.7071
2015-06-19,GS,213.19,2.522
2015-07-15,GS,212.96,2.8794
2015-07-17,GS,212.46,2.6772
2015-08-05,GS,205.7,3.2254
2015-10-06,GS,180.32,4.042
2015-10-14,GS,179.51,3.3423
2015-10-22,GS,183.56,2.427
2015-11-19,GS,193.03,3.1047
2015-11-20,GS,191.47,2.9733
2015-12-15,GS,182.01,5.365
2015-12-30,GS,182.01,3.1391
2016-01-06,GS,169.84,4.3848
2016-01-14,GS,161.39,8.8485
2016-02-08,GS,149.25,3.4523
2016-03-22,GS,154.2,2.4309
2016-03-28,GS,153.84,2.1199
2016-03-29,GS,155.03,2.122
2016-06-02,GS,159.28,2.4926
2016-06-28,GS,142.41,3.8397
2016-08-03,GS,158.34,1.8443
2016-09-26,GS,161.48,2.5586
2016-09-29,GS,158.95,3.0483
2016-10-27,GS,177.75,3.3171
2016-11-22,GS,211.11,14.0255
2016-12-01,GS,226.63,5.4494
2017-01-31,GS,229.32,5.1254
2017-03-06,GS,252.01,1.6681
2017-03-07,GS,250.9,1.6389
2017-03-08,GS,250.24,1.6426
2017-03-17,GS,243.94,2.5042
2017-03-20,GS,242.14,3.1579
2017-05-08,GS,225.03,4.1175
2017-05-18,GS,215.16,4.0351
2017-06-01,GS,215.01,4.742
2017-07-11,GS,226.95,3.3227
2017-07-12,GS,227.39,3.4572
2017-07-14,GS,228.6,3.0721
2017-07-19,GS,222.87,2.5039
2017-08-16,GS,225.61,3.036
2017-08-22,GS,223.58,3.9604
2017-08-29,GS,219.96,2.4489
2017-08-30,GS,222.42,2.3765
2017-09-14,GS,226.85,3.6609
2017-09-21,GS,231.29,5.0609
2017-10-17,GS,236.09,3.2579
2017-10-30,GS,240.89,2.277
2018-01-11,GS,255.13,2.352
2018-01-22,GS,261.52,2.7086
2013-03-07,GT,12.94,0.4903
2013-03-28,GT,12.605,0.3598
2013-06-07,GT,14.82,0.377
2013-06-13,GT,15.49,0.3796
2013-06-21,GT,14.94,0.2754
2013-07-05,GT,15.86,0.3964
2013-07-11,GT,16.68,0.7261
2013-07-12,GT,16.6,0.7628
2013-08-13,GT,19.21,0.9034
2013-08-15,GT,18.835,0.5639
2013-08-27,GT,19.01,0.2695
2013-09-16,GT,21.82,0.9296
2013-09-27,GT,22.46,0.3732
2013-09-30,GT,22.451,0.3708
2013-10-04,GT,23.01,0.4296
2013-11-26,GT,22.1,0.382
2013-11-29,GT,22.26,0.4278
2013-12-10,GT,22.46,0.4221
2013-12-20,GT,22.93,0.4896
2014-01-07,GT,24.05,0.4493
2014-01-14,GT,25.42,0.8909
2014-01-15,GT,25.21,0.9055
2014-02-07,GT,23.53,0.513
2014-03-11,GT,27.19,0.6012
2014-03-17,GT,27.29,0.5225
2014-03-19,GT,27.31,0.4278
2014-04-16,GT,26.92,0.6436
2014-04-21,GT,27.22,0.7733
2014-04-24,GT,28.2,0.9879
2014-05-22,GT,24.7,0.3307
2014-06-06,GT,27.23,0.8734
2014-06-17,GT,27.18,0.4849
2014-06-25,GT,27.28,0.5626
2014-08-08,GT,24.77,1.8104
2014-08-19,GT,25.6,0.4244
2014-09-04,GT,25.81,0.3366
2014-10-02,GT,22.34,0.8512
2014-10-10,GT,20.17,0.9564
2014-10-16,GT,19.975,1.1888
2014-10-28,GT,21.91,0.5983
2014-12-09,GT,27.11,0.4906
2014-12-12,GT,26.485,0.3467
2014-12-19,GT,28.08,0.4712
2015-01-06,GT,27.78,0.5826
2015-01-09,GT,28.26,0.2837
2015-01-21,GT,25.57,1.5728
2015-01-23,GT,25.435,1.4753
2015-01-29,GT,24.64,1.2193
2015-03-10,GT,25.37,0.6758
2015-05-08,GT,29.43,0.568
2015-05-22,GT,31.74,1.3134
2015-06-09,GT,31.5,0.4193
2015-06-19,GT,31.21,0.3799
2015-07-15,GT,29.77,0.7453
2015-07-17,GT,30.5,0.5473
2015-08-05,GT,31.01,0.5368
2015-10-06,GT,30.39,0.8161
2015-10-14,GT,32.0,1.3393
2015-10-22,GT,32.57,0.7762
2015-11-19,GT,33.81,0.5443
2015-11-20,GT,34.25,0.6459
2015-12-15,GT,32.725,1.0853
2015-12-30,GT,33.305,0.5782
2016-01-06,GT,30.35,0.9148
2016-01-14,GT,28.41,2.1342
2016-02-08,GT,26.34,0.6875
2016-03-22,GT,32.76,0.3325
2016-03-28,GT,32.0,0.3612
2016-03-29,GT,32.62,0.3552
2016-06-02,GT,27.49,0.2979
2016-06-28,GT,25.26,0.9629
2016-08-03,GT,27.92,0.944
2016-09-26,GT,31.74,0.6988
2016-09-29,GT,31.73,0.5679
2016-10-27,GT,31.08,0.4733
2016-11-22,GT,30.47,1.1254
2016-12-01,GT,30.52,0.5201
2017-01-31,GT,32.39,0.5828
2017-03-06,GT,35.33,0.3999
2017-03-07,GT,35.27,0.4194
2017-03-08,GT,35.35,0.4072
2017-03-17,GT,36.64,0.6213
2017-03-20,GT,36.5,0.5991
2017-05-08,GT,35.25,0.3744
2017-05-18,GT,32.06,1.1945
2017-06-01,GT,34.55,0.9988
2017-07-11,GT,35.9,0.771
2017-07-12,GT,36.06,0.7848
2017-07-14,GT,36.27,0.6674
2017-07-19,GT,35.76,0.5292
2017-08-16,GT,30.29,0.6723
2017-08-22,GT,29.94,0.6351
2017-08-29,GT,30.2,0.2368
2017-08-30,GT,29.98,0.2159
2017-09-14,GT,32.25,0.926
2017-09-21,GT,32.46,0.9591
2017-10-17,GT,33.03,0.2464
2017-10-30,GT,31.16,0.8012
2018-01-11,GT,33.59,0.5487
2018-01-22,GT,35.62,1.0207
2013-03-07,GWW,230.23,3.0825
2013-03-28,GWW,224.98,2.7214
2013-06-07,GWW,260.61,4.1862
2013-06-13,GWW,253.75,2.8419
2013-06-21,GWW,251.23,2.8179
2013-07-05,GWW,256.1,2.0549
2013-07-11,GWW,264.39,4.0373
2013-07-12,GWW,265.25,4.5161
2013-08-13,GWW,257.15,4.3277
2013-08-15,GWW,251.94,5.0047
2013-08-27,GWW,247.69,3.8836
2013-09-16,GWW,270.04,9.1822
2013-09-27,GWW,263.92,2.5227
2013-09-30,GWW,261.71,3.2068
2013-10-04,GWW,264.88,3.6769
2013-11-26,GWW,258.13,5.554
2013-11-29,GWW,257.92,5.1546
2013-12-10,GWW,256.71,1.5902
2013-12-20,GWW,248.34,2.6808
2014-01-07,GWW,252.92,2.1999
2014-01-14,GWW,264.26,4.1699
2014-01-15,GWW,263.78,4.6266
2014-02-07,GWW,234.0,11.5401
2014-03-11,GWW,253.84,2.9939
2014-03-17,GWW,251.68,3.5008
2014-03-19,GWW,249.96,3.5805
2014-04-16,GWW,250.2,3.238
2014-04-21,GWW,252.21,3.1334
2014-04-24,GWW,252.53,2.979
2014-05-22,GWW,252.15,1.6794
2014-06-06,GWW,267.77,5.4204
2014-06-17,GWW,258.28,4.3096
2014-06-25,GWW,255.63,4.621
2014-08-08,GWW,236.59,2.9796
2014-08-19,GWW,245.67,3.4063
2014-09-04,GWW,251.64,3.4892
2014-10-02,GWW,252.8,1.5444
2014-10-10,GWW,240.69,3.7348
2014-10-16,GWW,229.72,8.3041
2014-10-28,GWW,242.63,4.8413
2014-12-09,GWW,249.46,3.0429
2014-12-12,GWW,245.97,3.1799
2014-12-19,GWW,257.81,4.3542
2015-01-06,GWW,245.45,5.5229
2015-01-09,GWW,248.23,4.8998
2015-01-21,GWW,244.19,5.044
2015-01-23,GWW,245.99,3.3668
2015-01-29,GWW,235.92,5.4732
2015-03-10,GWW,230.27,2.7336
2015-05-08,GWW,249.16,2.3762
2015-05-22,GWW,245.95,1.6288
2015-06-09,GWW,241.51,2.6009
2015-06-19,GWW,242.19,2.1313
2015-07-15,GWW,230.78,2.4799
2015-07-17,GWW,233.36,2.085
2015-08-05,GWW,227.05,3.1952
2015-10-06,GWW,223.73,3.8154
2015-10-14,GWW,221.45,7.1096
2015-10-22,GWW,209.42,10.7484
2015-11-19,GWW,198.31,6.9726
2015-11-20,GWW,199.19,6.9008
2015-12-15,GWW,194.58,3.3699
2015-12-30,GWW,204.7,5.4264
2016-01-06,GWW,199.05,4.1486
2016-01-14,GWW,188.96,7.1808
2016-02-08,GWW,210.32,9.5173
2016-03-22,GWW,228.47,3.9777
2016-03-28,GWW,228.2,4.8682
2016-03-29,GWW,230.61,5.2194
2016-06-02,GWW,229.73,2.3851
2016-06-28,GWW,217.37,3.3438
2016-08-03,GWW,217.36,4.5858
2016-09-26,GWW,216.52,4.4024
2016-09-29,GWW,220.32,3.36
2016-10-27,GWW,206.41,6.4169
2016-11-22,GWW,225.06,7.8536
2016-12-01,GWW,237.98,4.7728
2017-01-31,GWW,252.57,7.3325
2017-03-06,GWW,252.31,3.1794
2017-03-07,GWW,250.59,3.1871
2017-03-08,GWW,250.15,3.2155
2017-03-17,GWW,243.97,2.9457
2017-03-20,GWW,242.02,3.3101
2017-05-08,GWW,188.98,2.6418
2017-05-18,GWW,173.3,5.8927
2017-06-01,GWW,173.43,3.6372
2017-07-11,GWW,176.53,3.5826
2017-07-12,GWW,168.81,4.2434
2017-07-14,GWW,171.89,4.8149
2017-07-19,GWW,162.19,6.4048
2017-08-16,GWW,165.08,2.4253
2017-08-22,GWW,164.42,3.0395
2017-08-29,GWW,157.16,3.3995
2017-08-30,GWW,159.64,3.414
2017-09-14,GWW,169.29,3.8517
2017-09-21,GWW,175.59,4.4499
2017-10-17,GWW,205.42,7.6016
2017-10-30,GWW,199.39,12.4392
2018-01-11,GWW,237.72,1.8155
2018-01-22,GWW,229.86,4.1977
2013-03-07,HAL,41.41,0.8634
2013-03-28,HAL,40.41,1.1619
2013-06-07,HAL,43.16,1.1154
2013-06-13,HAL,43.08,0.6387
2013-06-21,HAL,41.79,0.776
2013-07-05,HAL,43.71,0.9865
2013-07-11,HAL,44.18,1.205
2013-07-12,HAL,44.64,1.287
2013-08-13,HAL,46.58,0.5896
2013-08-15,HAL,46.68,0.5157
2013-08-27,HAL,48.13,0.8782
2013-09-16,HAL,49.82,0.7988
2013-09-27,HAL,48.39,0.6284
2013-09-30,HAL,48.15,0.6334
2013-10-04,HAL,49.06,0.516
2013-11-26,HAL,53.18,1.0862
2013-11-29,HAL,52.68,1.2674
2013-12-10,HAL,49.43,1.602
2013-12-20,HAL,50.54,0.783
2014-01-07,HAL,50.2,0.5408
2014-01-14,HAL,50.4,0.5268
2014-01-15,HAL,50.64,0.5247
2014-02-07,HAL,51.97,1.1
2014-03-11,HAL,55.72,0.6234
2014-03-17,HAL,56.62,0.6719
2014-03-19,HAL,56.78,0.6491
2014-04-16,HAL,60.5,0.9394
2014-04-21,HAL,62.92,1.4545
2014-04-24,HAL,63.49,2.4197
2014-05-22,HAL,63.41,0.6227
2014-06-06,HAL,66.98,1.2182
2014-06-17,HAL,67.61,1.1997
2014-06-25,HAL,69.44,1.2339
2014-08-08,HAL,68.31,2.4274
2014-08-19,HAL,68.77,0.8143
2014-09-04,HAL,66.55,0.8367
2014-10-02,HAL,61.44,1.6393
2014-10-10,HAL,54.29,3.2543
2014-10-16,HAL,51.17,5.6956
2014-10-28,HAL,53.26,2.3551
2014-12-09,HAL,39.5,4.4958
2014-12-12,HAL,37.93,3.9347
2014-12-19,HAL,40.49,1.1227
2015-01-06,HAL,38.33,0.6446
2015-01-09,HAL,39.8,0.5565
2015-01-21,HAL,40.69,0.8979
2015-01-23,HAL,40.99,1.1155
2015-01-29,HAL,39.57,1.2848
2015-03-10,HAL,41.31,0.7022
2015-05-08,HAL,48.11,0.8708
2015-05-22,HAL,45.91,0.9879
2015-06-09,HAL,45.28,0.3844
2015-06-19,HAL,43.85,0.6112
2015-07-15,HAL,41.07,0.8861
2015-07-17,HAL,39.99,0.9018
2015-08-05,HAL,40.61,1.0401
2015-10-06,HAL,39.04,1.376
2015-10-14,HAL,38.72,2.006
2015-10-22,HAL,39.71,0.9326
2015-11-19,HAL,38.04,0.7582
2015-11-20,HAL,38.0,0.7502
2015-12-15,HAL,37.1,1.3033
2015-12-30,HAL,34.13,1.492
2016-01-06,HAL,33.42,0.7365
2016-01-14,HAL,31.84,1.4437
2016-02-08,HAL,30.83,1.277
2016-03-22,HAL,35.97,0.7784
2016-03-28,HAL,35.09,0.6875
2016-03-29,HAL,35.02,0.6434
2016-06-02,HAL,42.13,1.1029
2016-06-28,HAL,43.27,0.972
2016-08-03,HAL,42.94,1.1403
2016-09-26,HAL,41.38,0.9545
2016-09-29,HAL,44.18,0.9297
2016-10-27,HAL,47.55,0.8169
2016-11-22,HAL,49.84,1.1905
2016-12-01,HAL,53.24,1.6676
2017-01-31,HAL,56.57,1.2072
2017-03-06,HAL,53.8,1.0414
2017-03-07,HAL,52.97,0.7793
2017-03-08,HAL,51.29,0.8091
2017-03-17,HAL,50.78,1.5758
2017-03-20,HAL,50.64,1.5715
2017-05-08,HAL,45.36,0.9509
2017-05-18,HAL,46.58,0.6502
2017-06-01,HAL,45.49,0.9816
2017-07-11,HAL,42.71,0.6094
2017-07-12,HAL,42.78,0.6259
2017-07-14,HAL,44.22,0.8224
2017-07-19,HAL,45.58,1.0499
2017-08-16,HAL,39.32,1.2388
2017-08-22,HAL,38.66,1.2286
2017-08-29,HAL,38.72,0.5863
2017-08-30,HAL,38.67,0.4618
2017-09-14,HAL,45.87,1.938
2017-09-21,HAL,43.48,1.7908
2017-10-17,HAL,44.46,0.4684
2017-10-30,HAL,42.93,1.4041
2018-01-11,HAL,53.33,1.8611
2018-01-22,HAL,56.4,1.5314
2013-03-07,HAS,41.06,0.4526
2013-03-28,HAS,43.94,0.8192
2013-06-07,HAS,45.0,1.5323
2013-06-13,HAS,44.32,0.947
2013-06-21,HAS,44.34,0.3774
2013-07-05,HAS,46.61,0.8925
2013-07-11,HAS,47.28,1.2655
2013-07-12,HAS,47.64,1.3215
2013-08-13,HAS,45.69,0.5904
2013-08-15,HAS,45.04,0.6545
2013-08-27,HAS,45.56,0.5447
2013-09-16,HAS,47.39,0.8983
2013-09-27,HAS,47.38,0.8187
2013-09-30,HAS,47.14,0.8206
2013-10-04,HAS,47.43,0.7007
2013-11-26,HAS,53.75,1.0192
2013-11-29,HAS,53.82,0.9162
2013-12-10,HAS,52.25,0.7843
2013-12-20,HAS,52.49,0.4824
2014-01-07,HAS,53.78,1.0708
2014-01-14,HAS,52.31,0.877
2014-01-15,HAS,52.27,0.9607
2014-02-07,HAS,50.09,1.4087
2014-03-11,HAS,54.5,0.2884
2014-03-17,HAS,54.96,0.2078
2014-03-19,HAS,54.74,0.2031
2014-04-16,HAS,53.85,0.9746
2014-04-21,HAS,55.66,0.9725
2014-04-24,HAS,54.95,0.6815
2014-05-22,HAS,53.7,0.8386
2014-06-06,HAS,52.19,0.8011
2014-06-17,HAS,52.41,0.5862
2014-06-25,HAS,53.05,0.4944
2014-08-08,HAS,50.4,0.7562
2014-08-19,HAS,51.9,0.6913
2014-09-04,HAS,53.85,0.7233
2014-10-02,HAS,55.26,0.799
2014-10-10,HAS,55.0,0.6191
2014-10-16,HAS,54.21,0.3671
2014-10-28,HAS,57.73,1.5077
2014-12-09,HAS,56.37,0.8113
2014-12-12,HAS,56.06,0.9263
2014-12-19,HAS,54.63,0.9089
2015-01-06,HAS,54.41,1.1791
2015-01-09,HAS,53.22,0.6344
2015-01-21,HAS,52.82,1.3106
2015-01-23,HAS,54.94,1.2389
2015-01-29,HAS,55.77,1.351
2015-03-10,HAS,61.35,0.466
2015-05-08,HAS,71.22,0.8186
2015-05-22,HAS,72.9,0.8465
2015-06-09,HAS,72.05,0.2893
2015-06-19,HAS,76.18,1.2968
2015-07-15,HAS,78.07,1.2466
2015-07-17,HAS,78.25,1.2852
2015-08-05,HAS,79.24,1.2911
2015-10-06,HAS,72.86,2.1374
2015-10-14,HAS,73.67,1.1072
2015-10-22,HAS,76.76,1.5086
2015-11-19,HAS,75.6,1.4168
2015-11-20,HAS,75.49,1.4774
2015-12-15,HAS,69.19,2.7629
2015-12-30,HAS,67.5,1.2389
2016-01-06,HAS,69.89,1.2307
2016-01-14,HAS,70.2,1.2181
2016-02-08,HAS,75.11,1.8035
2016-03-22,HAS,78.08,0.331
2016-03-28,HAS,78.12,0.3572
2016-03-29,HAS,78.23,0.3375
2016-06-02,HAS,86.73,1.1016
2016-06-28,HAS,82.76,1.8126
2016-08-03,HAS,80.81,1.3056
2016-09-26,HAS,79.37,1.6347
2016-09-29,HAS,79.39,1.0952
2016-10-27,HAS,82.81,2.5657
2016-11-22,HAS,86.26,1.8204
2016-12-01,HAS,84.13,1.1053
2017-01-31,HAS,82.51,1.37
2017-03-06,HAS,97.04,0.6133
2017-03-07,HAS,97.2,0.6327
2017-03-08,HAS,97.38,0.639
2017-03-17,HAS,100.25,1.0075
2017-03-20,HAS,100.55,1.1693
2017-05-08,HAS,99.75,2.011
2017-05-18,HAS,99.53,1.0214
2017-06-01,HAS,105.97,2.1359
2017-07-11,HAS,112.3,0.7265
2017-07-12,HAS,112.97,0.8485
2017-07-14,HAS,113.14,0.9076
2017-07-19,HAS,114.04,1.0866
2017-08-16,HAS,98.96,3.2486
2017-08-22,HAS,94.55,3.0975
2017-08-29,HAS,94.83,1.723
2017-08-30,HAS,95.28,1.6705
2017-09-14,HAS,95.07,1.5349
2017-09-21,HAS,94.84,1.3714
2017-10-17,HAS,96.56,0.5363
2017-10-30,HAS,95.47,2.1621
2018-01-11,HAS,92.41,0.9658
2018-01-22,HAS,90.86,0.971
2013-03-07,HBAN,7.34,0.1604
2013-03-28,HBAN,7.37,0.0536
2013-06-07,HBAN,7.68,0.1087
2013-06-13,HBAN,7.73,0.1076
2013-06-21,HBAN,7.66,0.0958
2013-07-05,HBAN,8.5,0.3051
2013-07-11,HBAN,8.18,0.3009
2013-07-12,HBAN,8.33,0.2833
2013-08-13,HBAN,8.59,0.0864
2013-08-15,HBAN,8.47,0.0921
2013-08-27,HBAN,8.18,0.1161
2013-09-16,HBAN,8.54,0.1713
2013-09-27,HBAN,8.23,0.1658
2013-09-30,HBAN,8.26,0.1527
2013-10-04,HBAN,8.45,0.1252
2013-11-26,HBAN,9.13,0.132
2013-11-29,HBAN,9.17,0.1417
2013-12-10,HBAN,9.44,0.1522
2013-12-20,HBAN,9.56,0.1866
2014-01-07,HBAN,9.72,0.079
2014-01-14,HBAN,9.77,0.0812
2014-01-15,HBAN,9.9,0.1022
2014-02-07,HBAN,9.03,0.3744
2014-03-11,HBAN,9.71,0.2633
2014-03-17,HBAN,9.65,0.1314
2014-03-19,HBAN,9.8,0.0946
2014-04-16,HBAN,9.31,0.322
2014-04-21,HBAN,9.24,0.3725
2014-04-24,HBAN,9.33,0.2797
2014-05-22,HBAN,9.06,0.128
2014-06-06,HBAN,9.56,0.1718
2014-06-17,HBAN,9.48,0.1409
2014-06-25,HBAN,9.57,0.0971
2014-08-08,HBAN,9.51,0.1731
2014-08-19,HBAN,9.69,0.1048
2014-09-04,HBAN,9.92,0.093
2014-10-02,HBAN,9.68,0.1779
2014-10-10,HBAN,9.445,0.1464
2014-10-16,HBAN,9.19,0.2035
2014-10-28,HBAN,9.72,0.1796
2014-12-09,HBAN,10.455,0.1444
2014-12-12,HBAN,10.06,0.147
2014-12-19,HBAN,10.33,0.162
2015-01-06,HBAN,9.92,0.2361
2015-01-09,HBAN,9.99,0.2574
2015-01-21,HBAN,9.76,0.2562
2015-01-23,HBAN,10.04,0.1671
2015-01-29,HBAN,10.08,0.1512
2015-03-10,HBAN,10.76,0.1366
2015-05-08,HBAN,11.0,0.1199
2015-05-22,HBAN,11.26,0.1737
2015-06-09,HBAN,11.39,0.1017
2015-06-19,HBAN,11.36,0.1182
2015-07-15,HBAN,11.53,0.1428
2015-07-17,HBAN,11.54,0.163
2015-08-05,HBAN,11.77,0.0753
2015-10-06,HBAN,10.77,0.1721
2015-10-14,HBAN,10.53,0.1872
2015-10-22,HBAN,10.87,0.1087
2015-11-19,HBAN,11.73,0.2142
2015-11-20,HBAN,11.67,0.2018
2015-12-15,HBAN,11.23,0.3489
2015-12-30,HBAN,11.17,0.1807
2016-01-06,HBAN,10.55,0.2418
2016-01-14,HBAN,9.85,0.5455
2016-02-08,HBAN,8.41,0.3333
2016-03-22,HBAN,9.7,0.1388
2016-03-28,HBAN,9.53,0.1387
2016-03-29,HBAN,9.53,0.1219
2016-06-02,HBAN,10.56,0.3162
2016-06-28,HBAN,8.37,0.5798
2016-08-03,HBAN,9.38,0.0956
2016-09-26,HBAN,9.61,0.1046
2016-09-29,HBAN,9.71,0.107
2016-10-27,HBAN,10.75,0.3194
2016-11-22,HBAN,12.52,0.8981
2016-12-01,HBAN,13.03,0.3465
2017-01-31,HBAN,13.53,0.3521
2017-03-06,HBAN,14.31,0.1426
2017-03-07,HBAN,14.24,0.1382
2017-03-08,HBAN,14.18,0.1393
2017-03-17,HBAN,13.73,0.2249
2017-03-20,HBAN,13.52,0.2857
2017-05-08,HBAN,13.05,0.1818
2017-05-18,HBAN,12.5,0.2376
2017-06-01,HBAN,12.72,0.2023
2017-07-11,HBAN,13.71,0.3981
2017-07-12,HBAN,13.73,0.4022
2017-07-14,HBAN,13.79,0.3455
2017-07-19,HBAN,13.7,0.1238
2017-08-16,HBAN,13.0,0.2007
2017-08-22,HBAN,12.7,0.267
2017-08-29,HBAN,12.59,0.1398
2017-08-30,HBAN,12.67,0.1404
2017-09-14,HBAN,12.8,0.203
2017-09-21,HBAN,13.4,0.3844
2017-10-17,HBAN,13.81,0.093
2017-10-30,HBAN,13.77,0.1527
2018-01-11,HBAN,15.63,0.3328
2018-01-22,HBAN,16.03,0.4674
2013-03-07,HBI,9.77,0.1251
2013-03-28,HBI,11.39,0.4165
2013-06-07,HBI,12.5225,0.1326
2013-06-13,HBI,12.835,0.1473
2013-06-21,HBI,12.435,0.2613
2013-07-05,HBI,13.13,0.2381
2013-07-11,HBI,13.36,0.3235
2013-07-12,HBI,13.4125,0.3082
2013-08-13,HBI,15.6025,0.4426
2013-08-15,HBI,15.1475,0.3607
2013-08-27,HBI,15.0875,0.2476
2013-09-16,HBI,15.845,0.2511
2013-09-27,HBI,15.6525,0.2365
2013-09-30,HBI,15.5775,0.2412
2013-10-04,HBI,15.59,0.1745
2013-11-26,HBI,17.6275,0.337
2013-11-29,HBI,17.525,0.2532
2013-12-10,HBI,17.1875,0.1634
2013-12-20,HBI,17.1675,0.2846
2014-01-07,HBI,17.2,0.1723
2014-01-14,HBI,17.3025,0.1548
2014-01-15,HBI,17.3575,0.1548
2014-02-07,HBI,17.8225,0.6769
2014-03-11,HBI,18.33,0.2041
2014-03-17,HBI,18.6125,0.1642
2014-03-19,HBI,18.855,0.2017
2014-04-16,HBI,19.145,0.4317
2014-04-21,HBI,19.0,0.4304
2014-04-24,HBI,18.8575,0.3374
2014-05-22,HBI,20.775,0.1386
2014-06-06,HBI,21.58,0.3262
2014-06-17,HBI,21.86,0.2233
2014-06-25,HBI,24.18,0.7196
2014-08-08,HBI,24.57,0.5056
2014-08-19,HBI,25.07,0.4683
2014-09-04,HBI,26.805,0.5867
2014-10-02,HBI,27.01,0.2514
2014-10-10,HBI,26.7925,0.4805
2014-10-16,HBI,25.855,0.7487
2014-10-28,HBI,27.545,0.673
2014-12-09,HBI,27.4,0.4081
2014-12-12,HBI,27.6275,0.462
2014-12-19,HBI,27.92,0.46
2015-01-06,HBI,26.535,0.5217
2015-01-09,HBI,27.8825,0.4406
2015-01-21,HBI,27.315,0.5185
2015-01-23,HBI,28.6125,0.6396
2015-01-29,HBI,29.0175,0.7289
2015-03-10,HBI,32.05,0.8896
2015-05-08,HBI,31.66,1.2468
2015-05-22,HBI,32.35,0.5973
2015-06-09,HBI,32.29,0.2056
2015-06-19,HBI,33.77,0.5668
2015-07-15,HBI,34.03,0.457
2015-07-17,HBI,33.95,0.4107
2015-08-05,HBI,28.91,2.1375
2015-10-06,HBI,29.03,0.7397
2015-10-14,HBI,28.79,0.4544
2015-10-22,HBI,28.21,0.6872
2015-11-19,HBI,30.75,1.056
2015-11-20,HBI,31.37,1.0151
2015-12-15,HBI,29.14,0.7421
2015-12-30,HBI,29.08,0.4272
2016-01-06,HBI,29.94,0.3898
2016-01-14,HBI,29.88,0.5964
2016-02-08,HBI,23.82,2.1003
2016-03-22,HBI,28.93,0.3926
2016-03-28,HBI,28.3,0.5122
2016-03-29,HBI,28.35,0.5262
2016-06-02,HBI,27.76,0.3126
2016-06-28,HBI,25.82,0.4492
2016-08-03,HBI,25.01,0.5857
2016-09-26,HBI,25.46,0.2573
2016-09-29,HBI,25.16,0.3475
2016-10-27,HBI,23.8,0.6337
2016-11-22,HBI,24.23,0.6239
2016-12-01,HBI,23.25,0.8158
2017-01-31,HBI,23.71,0.6934
2017-03-06,HBI,20.43,0.4181
2017-03-07,HBI,19.98,0.464
2017-03-08,HBI,20.22,0.4608
2017-03-17,HBI,20.28,0.1963
2017-03-20,HBI,20.19,0.187
2017-05-08,HBI,21.63,0.4508
2017-05-18,HBI,20.36,0.7691
2017-06-01,HBI,21.09,0.3501
2017-07-11,HBI,22.69,0.3463
2017-07-12,HBI,22.86,0.2721
2017-07-14,HBI,22.69,0.2079
2017-07-19,HBI,23.15,0.2112
2017-08-16,HBI,24.31,0.4583
2017-08-22,HBI,23.45,0.3774
2017-08-29,HBI,24.39,0.3813
2017-08-30,HBI,24.13,0.3848
2017-09-14,HBI,25.23,0.5238
2017-09-21,HBI,24.5,0.3796
2017-10-17,HBI,23.13,0.501
2017-10-30,HBI,22.66,0.3937
2018-01-11,HBI,22.34,0.5433
2018-01-22,HBI,23.0,0.6545
2013-03-07,HCA,37.04,0.6571
2013-03-28,HCA,40.63,0.9915
2013-06-07,HCA,39.6,0.6937
2013-06-13,HCA,40.29,0.8422
2013-06-21,HCA,37.44,0.9042
2013-07-05,HCA,35.86,1.1578
2013-07-11,HCA,37.24,0.5539
2013-07-12,HCA,37.62,0.5761
2013-08-13,HCA,38.63,0.4454
2013-08-15,HCA,38.41,0.3974
2013-08-27,HCA,38.5,0.4061
2013-09-16,HCA,41.1,0.8179
2013-09-27,HCA,42.07,1.1295
2013-09-30,HCA,42.75,1.0302
2013-10-04,HCA,46.1,1.662
2013-11-26,HCA,45.48,0.6537
2013-11-29,HCA,46.42,0.846
2013-12-10,HCA,47.3,1.1678
2013-12-20,HCA,46.89,0.5438
2014-01-07,HCA,49.85,1.244
2014-01-14,HCA,51.41,1.8916
2014-01-15,HCA,51.07,1.8428
2014-02-07,HCA,48.33,0.7432
2014-03-11,HCA,49.24,0.7881
2014-03-17,HCA,48.27,1.294
2014-03-19,HCA,49.95,1.1835
2014-04-16,HCA,48.57,1.4962
