2017-05-18,PPL,38.8,0.2918
2017-05-18,PRGO,70.5,1.4618
2017-05-18,PRU,103.45,1.7771
2017-05-18,PSA,216.12,2.6273
2017-05-18,PSX,77.55,0.8159
2017-05-18,PVH,99.09,1.6309
2017-05-18,PWR,31.22,1.5675
2017-05-18,PX,128.37,1.9002
2017-05-18,PXD,172.75,2.2606
2017-05-18,QCOM,56.12,0.7861
2017-05-18,RCL,104.98,1.4592
2017-05-18,RE,243.85,2.4813
2017-05-18,REG,60.24,1.4769
2017-05-18,RF,14.01,0.2005
2017-05-18,RHI,46.07,0.7372
2017-05-18,RHT,85.52,1.2515
2017-05-18,RJF,72.2,1.4854
2017-05-18,RL,71.38,3.9382
2017-05-18,RMD,67.5,0.705
2017-05-18,ROK,154.22,1.3321
2017-05-18,ROP,219.35,2.4132
2017-05-18,ROST,61.07,1.6171
2017-05-18,RRC,24.74,0.5529
2017-05-18,RSG,61.67,0.6815
2017-05-18,RTN,157.89,1.7184
2017-05-18,SBAC,132.0,1.9643
2017-05-18,SBUX,59.82,0.4364
2017-05-18,SCG,64.99,0.4149
2017-05-18,SCHW,38.33,0.7761
2017-05-18,SEE,42.94,1.2127
2017-05-18,SHW,331.22,3.0267
2017-05-18,SIG,59.33,2.6831
2017-05-18,SJM,125.9,0.5488
2017-05-18,SLB,71.43,0.5472
2017-05-18,SLG,101.86,1.4615
2017-05-18,SNA,164.32,2.3953
2017-05-18,SNI,66.62,2.1383
2017-05-18,SNPS,70.93,0.9959
2017-05-18,SO,49.77,0.2249
2017-05-18,SPG,154.01,5.3522
2017-05-18,SPGI,137.45,1.1394
2017-05-18,SRCL,83.76,1.1297
2017-05-18,SRE,110.76,0.5263
2017-05-18,STI,54.07,1.4091
2017-05-18,STT,79.89,1.3243
2017-05-18,STX,42.25,0.5602
2017-05-18,STZ,180.84,2.8694
2017-05-18,SWK,134.97,1.4393
2017-05-18,SWKS,103.2,1.496
2017-05-18,SYK,134.84,0.7634
2017-05-18,SYMC,29.74,0.9234
2017-05-18,SYY,54.43,0.813
2017-05-18,T,37.95,0.412
